organisation,city,addressbook_id,description,image1,showhotel,image2,image3,image4,starcategories_id,cuisine,bars,restaurants,checkout,accessrail,accessair,accessbus,advantage,logo,rooms,ac,roomfacility,otherfacility,services,creditcards,fhra,WebWriteUp1,WebWriteUp2,url,Metatype,Descr,Keywords,Display,CheckIn,ChildExtraBed,Pets,Bedroom,HotelView,Outdoors,Amenities,Activities,LivingArea,Media,Food,Internet,Parking,HotelServices,General,Chk_BF_Incl,Chk_Board,Chk_ChildFree,Chk_Restaurant,Chk_Bar,Chk_BusiCentre,Chk_Parking,Chk_Swim,Chk_Laundry,Chk_Fitness,Chk_Sauna,Chk_AC,Chk_Heating,Chk_Wifi,Chk_MiniBar,Chk_Phone,Chk_Security,Chk_Smoke,Chk_Cable
"Chhatra Sagar",Nimaj,2199,"Chattra Sagar is a small luxury tented camp based on a broad dam overlooking a lake, offering some of the best birdwatching opportunities in Rajasthan. 

The sumptuous tents, each with its own attached bathroom, offer very comfortable accommodation and each has its own private sit-out facing the lake. Stay in Chhatra Sagar is on full board and also includes a jeep safari to surrounding villages and a birdwatching trip.",,,,,,,,,,,,,,,,,,,,,,,"A pretty road takes you past many working fields. You will see bright yellow mustard fields, talk stalks of wheat and smaller vegetable patches growing gourds and chillies as you drive towards Chhatra Sagar. The campsite, located as it is on a high embankment overlooking the lake, is an ideal place to recover from the overload of monuments one can experience travelling in Rajasthan.

If you are a birdwatcher or simply love being close to nature, then your will adore this small luxury tented camp. Right on the banks of the lake, the site offers some of the best birdwatching in Rajasthan. The common lounge is a large marquee with easy chairs and coffee tables. The entire area overlooks the lake and the fields beyond. Lunch, dinner and snacks are served here or in the open near a campfire depending on the weather. 

The ten comfortable tents have walls made of double fabric; the outside is cream colour while the inside is in bright colours and traditional patterns. Each tent has a comfortable bed and mattress covered with tastefully selected fabrics. The tent is roomy enough to allow a small tea table and two chairs. The attached bathroom is `permanent' - with stone flooring, a washbasin counter, a modern toilet and shower area with hot and cold water. There is also a small but useful dressing area. Each tent has a private sit-out with a sun canopy facing the lake. 

Food is a treat here with delicious Indian and traditional Rajasthani meals cooked with farm fresh vegetables in the family kitchen. Sitting around a bonfire at night, chatting with your hosts and enjoying dinner under a canopy of stars is an experience you will retain with you for many years to come.",,chhatra-sagar,"A small luxury tented camp based on a broad dam overlooking a lake, offering some of the best birdwatching opportunities in Rajasthan. ","Chhatra Sagar in Nimaj - Travel in India | Travellers Palm","chhatra sagar, nimaj, rajasthan, hotel, luxury, tents, birds, special places",1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siana Gardens",Siana,2200,"Siana Gardens is a small and charming resort in the little visited south-western part of Rajasthan, close to the Gujarat border. There are a number of stone cottages, each with private balconies or sit-outs overlooking the gardens. 

Pradeep Singh, a descendent of the old Rajput aristocrat of the area, is a keen wildlife enthuasist and is the best person to take you on a leopard safari.",,,,,,,,,,,,,,,,,,,,,,,"At Siana Gardens a large banyan tree creates a natural shaded area where guests can sit and relax with snacks or meals. Pradeep Singh's wife, the hospitable lady of the house, is responsible for the delicious home-cooked food available here. 

The area around Siana is dramatic; with high rocky cliffs and fantastically shaped rocks, and is home to much wildlife, including the shy panthers, which may be seen on the evening safaris organized by Pradeep. There are also jackals, Indian foxes and plenty of bird-life. 

Pradeep is extremely knowledgeable not just about the wildlife but also the customs of the many pastoral and nomadic tribes who inhabit the area. The tribals live in small hamlets, and carry on their age old practices of shepherding and living off the land. These colourful people are warm and generous to Pradeep's guests, who have a wonderful opportunity to see their simple life at close quarters.",,siana-gardens,"Siana Gardens is a small and charming resort in the litlle visited soth-western part of Rajasthan, close to the Gujarat border. ","Siana Camps and Safaries in Siana - Travel in India | Travellers Palm","siana gardens, rajasthan, hotel, leopard, village safari, jeep, special places",1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ravla Khempur",Khempur,2202,"Ravla Khempur is a grand, two-storey haveli, pale yellow in colour, with arched windows trimmed with ornate white carvings. This was the place where The Best Exotic Marigold Hotel was filmed. With a history dating from the early 17th Century, the palace was once famed for its stud of fine Marwari horses and is still home to dancing stallions which perform when requested in front of the magnificent turreted building.",,,,,,,,,,,,,,,,,,,,,,,"The rooms at the Ravla are comfortable, each with its own gokhara (traditional bay window, topped by scalloped arches) covered with thick cushions, perfect for lazy afternoons. 

The furniture is from an older, more gracious time; wooden, with a hint of carving, and covered by bandhani printed cottons. 

And everywhere you look there is the presence of horses, portraits of long gone ones, photos of the current ones, including the famous star, Tipu Sultan. Coat hangers, shelf supports, table legs - all feature horses.",,ravla-khempur,"Ravla Khempur is a grand, two-storey haveli, pale yellow in colour, with arched windows trimmed with ornate white carvings. It is the home of Hemant Singh Deval, a well-known breeder and trainer of Marwari horses. ","Ravla Khempur in Khempur - Travel in India | Travellers Palm","ravla khempur, rajasthan, heritage hotel, horse riding, safaris, special places",1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rohet Wilderness Camp",Rohet,2203,"The Rohet family's new venture, this beautiful camp has just six deluxe tents in a picturesque location. The tents are very spacious and have solid wooden furniture. 

There is a large thatched pavilion which is the gathering place for the camp guests and the safari riders who may visit at sunset. The dining room is also similarly constructed with thatch and traditional mud plaster of the Bishnoi community. Comfortable cushions on L-shaped seats are great for relaxing.",,,,,,,,,,,,,,,,,,,,,,,"This small but luxurious camp is located on a sand dune surrounded by a flat desert landscape, thereby giving excellent panoramic views. 

The six tents have teakwood polished furniture and rich jute floor rugs. Beautiful inner linings of block prints adorn each tent. They are large enough to accommodate a writing desk, luggage rack and two easy chairs. 

Large netted windows let in ample light which enhances the delicate fabric walls. Attached baths have washbasins, flush toilets and running hot and cold water.",,rohet-wilderness-camp,"The Rohet family's new venture, this beautiful camp has just six deluxe tents in a picturesque location. The tents are very spacious and have solid wooden furniture. ","Rohet Wilderness Camp in Rohet - Travel in India | Travellers Palm","rohet wilderness camp, rajasthan, luxury tents, horse safaris, special places",1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hotel Gaj Kesri",Bikaner,2205,,,,,,,,,,,,,,,,,,,,,,,,,,hotel-gaj-kesri,,"Hotel Gaj Kesri in Bikaner - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATDC - Houseboats",Allapuzha,2207,,,,,,,,,,,,,,,,,,,,,,,,,,atdc--houseboats,,"ATDC - Houseboats in Allapuzha - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Grand Imperial",Agra,2208,"The 100 year old building that houses the Grand Imperial hotel is testimony to India's long and varied history. The low, white colonial building dating back to the Raj era is peppered with Mughal paintings and memorabilia. 
 
Host at one time to the Crown Princes of England as well as to Mohammad Ali Jinnah,  the wide lawn in the front, and the cupola marked pool at the back complete the feel of a luxury heritage hotel.",,,,,,4,,,,"12:00 Noon",,,,,,30,,,,,,,"The Deluxe Rooms at the Grand Imperial are reached via sunny corridors with Victorian arches. Dark wood poster beds, carved writing desks and cut glass lampshades sustain the heritage feel of the hotel. The floors are colourful with patterned tiles characteristic of 19th century architecture in India. The claw footed bathtubs date back to the founding of the building.

The dining area is a formal space lit with large chandeliers and furnished with elegant chairs and tables on a checked floor. The menu includes Indian, Chinese and Continental foods. The bar on the other hand is a cosy place dominated by a heavily carved wooden bar.

The lawn is bound by an ivy covered wall, punctuated by a marble fountain or two - a great place for a traditional afternoon tea, and there is a swimming pool.",,the-grand-imperial,"The 100 year old building that houses the Grand Imperial hotel is testimony to India's long and varied history. The low, white colonial building dating back to the Raj era is peppered with Mughal paintings and memorabilia. ","The Grand Imperial in Agra - Travel in India | Travellers Palm","the grand imperial, luxury, heritage hotel, agra, taj mahal, special places",1,"12:00 Noon","0-1 Years Stay for free if using existing bedding. Note, if you need a cot there may be an extra charge.
2-7 Years Stay for free if using existing bedding.
Guests over 7 years old are considered as adults.
Extra beds are dependent on the room you choose, please check the individual room policy for more details.
",,,,"Garden, Pool",,"Massage,Spa",,"satellite/cable  TV, Telephone","Bar, Restaurant
","Wi-Fi in public areas","Free! Free private parking is possible on site (reservation is needed).","Room Service, 24-hour front desk,24-hour room service,Airport Transfers,Business Centre,Laundry,Luggage storage,meeting facilities, safety deposit boxes
","Daily newspaper, safety deposit boxes
",1,0,7,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
"Pushkar Resort",Pushkar,2209,,,,,,,,,,,,,,,,,,,,,,,,,,pushkar-resort,,"Pushkar Resort in Pushkar - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hotel Harasar Haveli",Bikaner,2210,"This is a busy, bustling place, in a relatively quiet location away from the busy centre of Bikaner. The rooms are comfortable, and the rooftop restaurant has good food, and great views over the city.",,,,,,,,,,,,,,,,,,,,,,,,,hotel-harasar-haveli,,"Hotel Harasar Haveli in Bikaner - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sullivan Court",Ootacamund,2211,,,,,,,,,,,,,,,,,,,,,,,,,,sullivan-court,,"Sullivan Court in Ootacamund - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hotel Tashi Gang",Yuksom,2212,"Located on an upper street in Yuksom, and near the 'king's coronation' stupa, the Tashi Gang Resort is a pleasant 2 storey building in the plaster and timber work style of Sikkimese houses. It has a large lawn in the front complete with tables and sun umbrellas. 

The rooms are simple, but comfortable, and are always clean. Traditional rugs and hand-woven cloth brighten the interiors.",,,,,,,,,,12:00,,,,,,21,,,,,,,"Hotel Tashi Gang is the most well established hotel in the small town of Yuksom. This is a very scenic place, with a chorten just outside its gates, a well-maintained garden and rooms that have balconies with a view of the snow-covered peaks. 

The rooms have smooth stone floors and walls hung with Buddhist thangka paintings and local cane handicrafts. The bathrooms are small but clean. The rooms all have a narrow balcony with chairs overlooking the lawns and the tall hills beyond. 

The restaurant although small and dark, has a front lawn that makes a good alternative. The restaurant serves many local Sikkimese dishes, which should be ordered in advance. 

Yuksom is a small town and the hotel is a short walk away from its handful of shops and guesthouses. There is also a longer and steeper walk to the Dubdi Monastery.",,hotel-tashi-gang,"Located on an upper street in Yuksom, and near the 'king's coronation' stupa, the Tashi Gang Resort is a pleassant 2 storey building in the plaster and timber work style of Sikkimese houses. It has a large lawn in the front complete with tables and sun umbrellas. ","Hotel Tashi Gang in Yuksom - Travel in India | Travellers Palm","hotel tashi gang, yuksom, western sikkim, special places",1,12:00,,,,,,,,,"Cable TV","Restaurant
",,,"24 hour room service, Laundry, Car parking, Travel desk, Secretarial Assistance, Postal service, Doctor on call, Safe deposit lockers, Courier services, 24 hours currency exchange counter 
",,0,0,,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
"The Monarch",Ootacamund,2213,,,,,,,,,,,,,,,,,,,,,,,,,,the-monarch,,"The Monarch in Ootacamund - Travel in India | Travellers Palm",,1,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
